index,provinceEnglishName,province_confirmedCount,province_curedCount,province_deadCount,updateTime
2240,Henan,1073,191,6,2020/2/10
2241,Guangdong,1159,167,1,2020/2/10
2242,Hubei,29631,1854,871,2020/2/10
2243,Shaanxi,213,30,0,2020/2/10
2244,Chongqing,473,66,2,2020/2/10
2245,Guizhou,109,10,1,2020/2/10
2246,Hong Kong,38,0,1,2020/2/10
2247,Sichuan,405,80,1,2020/2/10
2248,Hebei,218,41,2,2020/2/10
2249,Yunnan,149,19,0,2020/2/10
2250,Shandong,466,66,1,2020/2/10
2251,Hainan,138,19,3,2020/2/10
2252,Heilongjiang,331,30,7,2020/2/10
2253,Anhui,830,88,3,2020/2/10
2254,Gansu,83,17,2,2020/2/10
2255,Shanghai,299,48,1,2020/2/10
2256,Neimenggu,58,5,0,2020/2/10
2257,Beijing,337,44,2,2020/2/10
2258,Ningxia,49,13,0,2020/2/10
2259,Xinjiang,49,0,0,2020/2/10
2260,Shanxi,119,25,0,2020/2/10
2261,Guangdong,1131,141,1,2020/2/9
2262,Shandong,444,63,1,2020/2/9
2263,Hainan,131,19,3,2020/2/9
2264,Hebei,206,34,2,2020/2/9
2265,Sichuan,386,71,1,2020/2/9
2266,Hunan,838,186,1,2020/2/9
2267,Liaoning,107,12,0,2020/2/9
2268,Chongqing,450,50,2,2020/2/9
2269,Zhejiang,1075,201,0,2020/2/9
2270,Gansu,79,15,1,2020/2/9
2271,Shanghai,293,44,1,2020/2/9
2272,Henan,1033,153,6,2020/2/9
2273,Hubei,27100,1480,780,2020/2/9
2274,Jiangxi,740,74,0,2020/2/9
2275,Jiangsu,468,71,0,2020/2/9
2276,Guizhou,99,7,1,2020/2/9
2277,Hong Kong,29,0,1,2020/2/9
2278,Anhui,779,72,1,2020/2/9
2279,Taiwan,18,1,0,2020/2/9
2280,Fujian,250,35,0,2020/2/9
2281,Shanxi,115,22,0,2020/2/9
2282,Jilin,78,12,1,2020/2/9
2283,Yunnan,141,18,0,2020/2/9
2284,Heilongjiang,307,14,6,2020/2/9
2285,Tianjin,90,4,1,2020/2/9
2286,Beijing,326,37,2,2020/2/9
2287,Shaanxi,208,25,0,2020/2/9
2288,Neimenggu,54,5,0,2020/2/9
2289,Ningxia,45,13,0,2020/2/9
2290,Guangxi,195,18,1,2020/2/9
2291,Xinjiang,45,0,0,2020/2/9
2292,Sichuan,364,60,1,2020/2/8
2293,Gansu,79,12,1,2020/2/8
2294,Henan,981,116,4,2020/2/8
2295,Hubei,24953,1218,699,2020/2/8
2296,Hunan,803,156,1,2020/2/8
2297,Liaoning,105,8,0,2020/2/8
2298,Guangdong,1095,112,1,2020/2/8
2299,Shandong,416,44,0,2020/2/8
2300,Hebei,195,30,1,2020/2/8
2301,Chongqing,428,39,2,2020/2/8
2302,Zhejiang,1048,175,0,2020/2/8
2303,Hainan,124,14,2,2020/2/8
2304,Jiangsu,439,51,0,2020/2/8
2305,Shaanxi,195,20,0,2020/2/8
2306,Ningxia,45,15,0,2020/2/8
2307,Yunnan,138,17,0,2020/2/8
2308,Heilongjiang,295,13,5,2020/2/8
2309,Tianjin,88,4,1,2020/2/8
2310,Fujian,239,24,0,2020/2/8
2311,Anhui,733,59,0,2020/2/8
2312,Shanxi,104,20,0,2020/2/8
2313,Guizhou,89,7,1,2020/2/8
2314,Shanghai,286,41,1,2020/2/8
2315,Taiwan,17,1,0,2020/2/8
2316,Guangxi,183,17,0,2020/2/8
2317,Neimenggu,52,5,0,2020/2/8
2318,Xinjiang,42,0,0,2020/2/8
2319,Beijing,315,34,2,2020/2/8
2320,Jiangxi,698,55,0,2020/2/8
2321,Jilin,69,4,1,2020/2/8
2322,Hong Kong,26,0,1,2020/2/8
2323,Liaoning,99,7,0,2020/2/7
2324,Hubei,22112,867,618,2020/2/7
2325,Jiangsu,408,43,0,2020/2/7
2326,Henan,914,86,3,2020/2/7
2327,Fujian,224,20,0,2020/2/7
2328,Hainan,117,10,2,2020/2/7
2329,Shanxi,96,15,0,2020/2/7
2330,Chongqing,415,31,2,2020/2/7
2331,Hebei,172,22,1,2020/2/7
2332,Hong Kong,25,0,1,2020/2/7
2333,Hunan,772,112,0,2020/2/7
2334,Zhejiang,1006,123,0,2020/2/7
2335,Shandong,386,37,0,2020/2/7
2336,Neimenggu,50,5,0,2020/2/7
2337,Ningxia,43,5,0,2020/2/7
2338,Guizhou,81,6,1,2020/2/7
2339,Guangdong,1034,88,1,2020/2/7
2340,Yunnan,136,13,0,2020/2/7
2341,Sichuan,344,42,1,2020/2/7
2342,Shaanxi,184,17,0,2020/2/7
2343,Heilongjiang,277,12,3,2020/2/7
2344,Shanghai,277,30,1,2020/2/7
2345,Tianjin,81,2,1,2020/2/7
2346,Anhui,665,47,0,2020/2/7
2347,Xinjiang,39,0,0,2020/2/7
2348,Beijing,297,33,1,2020/2/7
2349,Gansu,67,9,0,2020/2/7
2350,Guangxi,172,17,0,2020/2/7
2351,Jiangxi,661,45,0,2020/2/7
2352,Jilin,65,4,1,2020/2/7
2353,Taiwan,16,1,0,2020/2/6
2354,Hong Kong,24,0,1,2020/2/6
2355,Liaoning,94,5,0,2020/2/6
2356,Macao,10,1,0,2020/2/6
2357,Jilin,59,4,0,2020/2/6
2358,Shanxi,90,12,0,2020/2/6
2359,Hebei,157,13,1,2020/2/6
2360,Shaanxi,173,9,0,2020/2/6
2361,Chongqing,400,24,2,2020/2/6
2362,Anhui,591,34,0,2020/2/6
2363,Hunan,711,81,0,2020/2/6
2364,Guangdong,970,69,0,2020/2/6
2365,Hubei,19665,712,549,2020/2/6
2366,Henan,851,56,2,2020/2/6
2367,Hainan,106,8,1,2020/2/6
2368,Fujian,215,14,0,2020/2/6
2369,Zhejiang,954,94,0,2020/2/6
2370,Guizhou,71,6,1,2020/2/6
2371,Yunnan,133,7,0,2020/2/6
2372,Heilongjiang,227,8,3,2020/2/6
2373,Sichuan,321,31,1,2020/2/6
2374,Jiangsu,373,34,0,2020/2/6
2375,Shandong,347,27,0,2020/2/6
2376,Xinjiang,36,0,0,2020/2/6
2377,Shanghai,257,25,1,2020/2/6
2378,Tianjin,78,2,1,2020/2/6
2379,Beijing,274,31,1,2020/2/6
2380,Guangxi,168,14,0,2020/2/6
2381,Jiangxi,600,37,0,2020/2/6
2382,Neimenggu,46,4,0,2020/2/6
2383,Qinghai,18,3,0,2020/2/6
2384,Ningxia,40,1,0,2020/2/6
2385,Gansu,62,6,0,2020/2/6
2386,Hubei,16678,536,479,2020/2/5
2387,Liaoning,89,4,0,2020/2/5
2388,Shanxi,81,5,0,2020/2/5
2389,Henan,764,47,2,2020/2/5
2390,Hunan,661,54,0,2020/2/5
2391,Gansu,57,6,0,2020/2/5
2392,Zhejiang,895,78,0,2020/2/5
2393,Anhui,530,23,0,2020/2/5
2394,Guangdong,895,49,0,2020/2/5
2395,Hong Kong,21,0,1,2020/2/5
2396,Jiangsu,341,23,0,2020/2/5
2397,Guizhou,64,9,1,2020/2/5
2398,Fujian,205,11,0,2020/2/5
2399,Heilongjiang,190,7,2,2020/2/5
2400,Guangxi,150,13,0,2020/2/5
2401,Hebei,135,6,1,2020/2/5
2402,Hainan,91,5,1,2020/2/5
2403,Jilin,54,2,0,2020/2/5
2404,Shandong,307,15,0,2020/2/5
2405,Sichuan,301,24,1,2020/2/5
2406,Chongqing,376,15,2,2020/2/5
2407,Neimenggu,42,3,0,2020/2/5
2408,Shaanxi,165,6,0,2020/2/5
2409,Yunnan,124,5,0,2020/2/5
2410,Shanghai,243,15,1,2020/2/5
2411,Beijing,253,24,1,2020/2/5
2412,Tianjin,69,2,1,2020/2/5
2413,Qinghai,17,3,0,2020/2/5
2414,Xinjiang,32,0,0,2020/2/5
2415,Jiangxi,548,27,0,2020/2/5
2416,Gansu,57,4,0,2020/2/4
2417,Taiwan,11,0,0,2020/2/4
2418,Jiangxi,476,20,0,2020/2/4
2419,Henan,675,27,2,2020/2/4
2420,Liaoning,81,2,0,2020/2/4
2421,Hunan,593,31,0,2020/2/4
2422,Sichuan,282,14,1,2020/2/4
2423,Tianjin,67,2,0,2020/2/4
2424,Guangdong,813,30,0,2020/2/4
2425,Zhejiang,829,62,0,2020/2/4
2426,Shanxi,74,4,0,2020/2/4
2427,Shaanxi,142,2,0,2020/2/4
2428,Shanghai,219,12,1,2020/2/4
2429,Xinjiang,29,0,0,2020/2/4
2430,Fujian,194,3,0,2020/2/4
2431,Shandong,275,11,0,2020/2/4
2432,Jiangsu,308,12,0,2020/2/4
2433,Hainan,80,5,1,2020/2/4
2434,Guizhou,58,2,0,2020/2/4
2435,Hubei,13522,397,414,2020/2/4
2436,Hong Kong,17,0,1,2020/2/4
2437,Hebei,126,4,1,2020/2/4
2438,Beijing,228,23,1,2020/2/4
2439,Chongqing,344,9,2,2020/2/4
2440,Xizang,1,0,0,2020/2/4
2441,Heilongjiang,155,4,2,2020/2/4
2442,Yunnan,119,5,0,2020/2/4
2443,Guangxi,139,10,0,2020/2/4
2444,Anhui,480,20,0,2020/2/4
2445,Macao,10,0,0,2020/2/4
2446,Jilin,42,1,0,2020/2/4
2447,Neimenggu,35,1,0,2020/2/4
2448,Ningxia,34,1,0,2020/2/4
2449,Qinghai,15,0,0,2020/2/4
2450,Anhui,408,14,0,2020/2/3
2451,Henan,566,16,2,2020/2/3
2452,Shandong,259,7,0,2020/2/3
2453,Hainan,72,4,1,2020/2/3
2454,Liaoning,74,1,0,2020/2/3
2455,Tianjin,60,1,0,2020/2/3
2456,Hubei,11177,300,350,2020/2/3
2457,Zhejiang,724,43,0,2020/2/3
2458,Guangdong,725,21,0,2020/2/3
2459,Yunnan,114,5,0,2020/2/3
2460,Guangxi,127,7,0,2020/2/3
2461,Fujian,179,1,0,2020/2/3
2462,Sichuan,254,14,1,2020/2/3
2463,Jiangsu,271,8,0,2020/2/3
2464,Hunan,521,22,0,2020/2/3
2465,Beijing,212,12,1,2020/2/3
2466,Ningxia,31,1,0,2020/2/3
2467,Chongqing,312,8,2,2020/2/3
2468,Shanghai,203,10,1,2020/2/3
2469,Heilongjiang,121,2,2,2020/2/3
2470,Xinjiang,24,0,0,2020/2/3
2471,Shanxi,66,2,0,2020/2/3
2472,Qinghai,13,0,0,2020/2/3
2473,Neimenggu,34,1,0,2020/2/3
2474,Shaanxi,128,0,0,2020/2/3
2475,Jiangxi,391,18,0,2020/2/3
2476,Hebei,113,3,1,2020/2/3
2477,Gansu,51,3,0,2020/2/3
2478,Guizhou,46,2,0,2020/2/3
2479,Jilin,31,1,0,2020/2/3
2480,Hong Kong,15,0,0,2020/2/3
2481,Hainan,64,4,1,2020/2/2
2482,Henan,493,10,2,2020/2/2
2483,Gansu,40,3,0,2020/2/2
2484,Liaoning,70,1,0,2020/2/2
2485,Jiangxi,333,12,0,2020/2/2
2486,Sichuan,231,11,1,2020/2/2
2487,Anhui,340,7,0,2020/2/2
2488,Hunan,463,16,0,2020/2/2
2489,Zhejiang,661,32,0,2020/2/2
2490,Guangdong,632,15,0,2020/2/2
2491,Hubei,9074,267,294,2020/2/2
2492,Jiangsu,236,7,0,2020/2/2
2493,Tianjin,48,1,0,2020/2/2
2494,Yunnan,105,3,0,2020/2/2
2495,Shanxi,56,2,0,2020/2/2
2496,Shandong,230,6,0,2020/2/2
2497,Beijing,191,9,1,2020/2/2
2498,Chongqing,275,7,1,2020/2/2
2499,Qinghai,11,0,0,2020/2/2
2500,Xizang,1,0,0,2020/2/2
2501,Shanghai,182,10,1,2020/2/2
2502,Macao,8,0,0,2020/2/2
2503,Fujian,159,0,0,2020/2/2
2504,Neimenggu,27,1,0,2020/2/2
2505,Shaanxi,116,0,0,2020/2/2
2506,Heilongjiang,95,2,2,2020/2/2
2507,Hebei,104,3,1,2020/2/2
2508,Jilin,23,1,0,2020/2/2
2509,Ningxia,28,0,0,2020/2/2
2510,Hong Kong,14,0,0,2020/2/2
2511,Guizhou,38,2,0,2020/2/2
2512,Xinjiang,21,0,0,2020/2/2
2513,Guangxi,111,2,0,2020/2/2
2514,Yunnan,93,2,0,2020/2/1
2515,Tianjin,41,0,0,2020/2/1
2516,Gansu,40,0,0,2020/2/1
2517,Liaoning,64,1,0,2020/2/1
2518,Guangdong,535,14,0,2020/2/1
2519,Jiangsu,202,6,0,2020/2/1
2520,Anhui,297,5,0,2020/2/1
2521,Jilin,17,1,0,2020/2/1
2522,Qinghai,9,0,0,2020/2/1
2523,Hainan,62,1,1,2020/2/1
2524,Henan,422,3,2,2020/2/1
2525,Hubei,7153,168,249,2020/2/1
2526,Chongqing,247,3,1,2020/2/1
2527,Hunan,389,8,0,2020/2/1
2528,Zhejiang,599,21,0,2020/2/1
2529,Heilongjiang,80,2,2,2020/2/1
2530,Xinjiang,18,0,0,2020/2/1
2531,Beijing,168,9,1,2020/2/1
2532,Shanghai,169,10,1,2020/2/1
2533,Ningxia,26,0,0,2020/2/1
2534,Shandong,206,3,0,2020/2/1
2535,Hong Kong,13,0,0,2020/2/1
2536,Sichuan,207,3,1,2020/2/1
2537,Fujian,144,0,0,2020/2/1
2538,Neimenggu,23,1,0,2020/2/1
2539,Shaanxi,101,0,0,2020/2/1
2540,Jiangxi,286,9,0,2020/2/1
2541,Guangxi,100,2,0,2020/2/1
2542,Hebei,96,0,1,2020/2/1
2543,Shanxi,47,1,0,2020/2/1
2544,Zhejiang,538,14,0,2020/1/31
2545,Hubei,5806,141,204,2020/1/31
2546,Guangdong,436,11,0,2020/1/31
2547,Taiwan,10,0,0,2020/1/31
2548,Jiangsu,168,5,0,2020/1/31
2549,Neimenggu,20,1,0,2020/1/31
2550,Guizhou,29,2,0,2020/1/31
2551,Yunnan,83,1,0,2020/1/31
2552,Xinjiang,17,0,0,2020/1/31
2553,Shanghai,135,9,1,2020/1/31
2554,Hainan,52,1,1,2020/1/31
2555,Beijing,139,5,1,2020/1/31
2556,Chongqing,211,1,0,2020/1/31
2557,Shandong,184,2,0,2020/1/31
2558,Henan,352,3,2,2020/1/31
2559,Jilin,14,1,0,2020/1/31
2560,Liaoning,48,1,0,2020/1/31
2561,Fujian,120,0,0,2020/1/31
2562,Tianjin,32,0,0,2020/1/31
2563,Shaanxi,87,0,0,2020/1/31
2564,Ningxia,21,0,0,2020/1/31
2565,Qinghai,8,0,0,2020/1/31
2566,Hunan,332,2,0,2020/1/31
2567,Heilongjiang,59,0,2,2020/1/31
2568,Jiangxi,240,7,0,2020/1/31
2569,Sichuan,177,1,1,2020/1/31
2570,Anhui,237,3,0,2020/1/31
2571,Guangxi,87,2,0,2020/1/31
2572,Hebei,82,0,1,2020/1/31
2573,Hong Kong,12,0,0,2020/1/31
2574,Gansu,29,0,0,2020/1/31
2575,Shanxi,39,1,0,2020/1/31
2576,Tianjin,31,0,0,2020/1/30
2577,Heilongjiang,44,0,2,2020/1/30
2578,Hubei,4903,90,162,2020/1/30
2579,Guangdong,354,10,0,2020/1/30
2580,Qinghai,8,0,0,2020/1/30
2581,Taiwan,9,0,0,2020/1/30
2582,Chongqing,182,1,0,2020/1/30
2583,Shandong,158,1,0,2020/1/30
2584,Shanghai,112,5,1,2020/1/30
2585,Hainan,46,1,1,2020/1/30
2586,Hunan,277,2,0,2020/1/30
2587,Liaoning,41,1,0,2020/1/30
2588,Ningxia,17,0,0,2020/1/30
2589,Henan,278,2,2,2020/1/30
2590,Beijing,114,4,1,2020/1/30
2591,Jiangxi,162,5,0,2020/1/30
2592,Neimenggu,18,0,0,2020/1/30
2593,Shaanxi,63,0,0,2020/1/30
2594,Fujian,101,0,0,2020/1/30
2595,Yunnan,70,0,0,2020/1/30
2596,Jilin,14,1,0,2020/1/30
2597,Gansu,26,0,0,2020/1/30
2598,Zhejiang,428,4,0,2020/1/30
2599,Xinjiang,14,0,0,2020/1/30
2600,Guizhou,12,1,0,2020/1/30
2601,Anhui,200,2,0,2020/1/30
2602,Jiangsu,129,1,0,2020/1/30
2603,Sichuan,142,1,1,2020/1/30
2604,Guangxi,78,2,0,2020/1/30
2605,Hebei,65,0,1,2020/1/30
2606,Xizang,1,0,0,2020/1/30
2607,Shanxi,35,1,0,2020/1/30
2608,Beijing,111,4,1,2020/1/29
2609,Sichuan,108,1,1,2020/1/29
2610,Liaoning,39,1,0,2020/1/29
2611,Xinjiang,13,0,0,2020/1/29
2612,Tianjin,27,0,0,2020/1/29
2613,Shaanxi,56,0,0,2020/1/29
2614,Shanxi,27,1,0,2020/1/29
2615,Hubei,3554,87,125,2020/1/29
2616,Hong Kong,10,0,0,2020/1/29
2617,Guangdong,277,5,0,2020/1/29
2618,Yunnan,55,0,0,2020/1/29
2619,Fujian,84,0,0,2020/1/29
2620,Shanghai,96,5,1,2020/1/29
2621,Shandong,130,1,0,2020/1/29
2622,Heilongjiang,38,0,1,2020/1/29
2623,Anhui,152,2,0,2020/1/29
2624,Guizhou,9,1,0,2020/1/29
2625,Chongqing,147,1,0,2020/1/29
2626,Neimenggu,16,0,0,2020/1/29
2627,Ningxia,12,0,0,2020/1/29
2628,Hainan,43,0,1,2020/1/29
2629,Xizang,0,0,0,2020/1/29
2630,Jilin,9,0,0,2020/1/29
2631,Jiangsu,99,1,0,2020/1/29
2632,Gansu,24,0,0,2020/1/29
2633,Hunan,221,0,0,2020/1/29
2634,Hebei,48,0,1,2020/1/29
2635,Zhejiang,296,3,0,2020/1/29
2636,Henan,206,1,2,2020/1/29
2637,Guangxi,58,2,0,2020/1/29
2638,Jiangxi,109,3,0,2020/1/29
2639,Beijing,91,4,1,2020/1/28
2640,Taiwan,8,0,0,2020/1/28
2641,Fujian,80,0,0,2020/1/28
2642,Liaoning,34,0,0,2020/1/28
2643,Zhejiang,173,3,0,2020/1/28
2644,Guangdong,207,4,0,2020/1/28
2645,Guangxi,51,2,0,2020/1/28
2646,Hubei,2714,52,100,2020/1/28
2647,Neimenggu,15,0,0,2020/1/28
2648,Shandong,95,0,0,2020/1/28
2649,Hunan,143,0,0,2020/1/28
2650,Jiangxi,72,3,0,2020/1/28
2651,Shanghai,66,4,1,2020/1/28
2652,Shaanxi,46,0,0,2020/1/28
2653,Yunnan,44,0,0,2020/1/28
2654,Hainan,40,0,1,2020/1/28
2655,Tianjin,24,0,0,2020/1/28
2656,Gansu,19,0,0,2020/1/28
2657,Jilin,8,0,0,2020/1/28
2658,Macao,7,0,0,2020/1/28
2659,Hebei,33,0,1,2020/1/28
2660,Ningxia,11,0,0,2020/1/28
2661,Xinjiang,10,0,0,2020/1/28
2662,Chongqing,132,0,0,2020/1/28
2663,Shanxi,20,0,0,2020/1/28
2664,Sichuan,90,0,0,2020/1/28
2665,Heilongjiang,30,0,1,2020/1/28
2666,Anhui,106,0,0,2020/1/28
2667,Jiangsu,70,1,0,2020/1/28
2668,Guizhou,9,0,0,2020/1/28
2669,Henan,168,0,1,2020/1/28
2670,Beijing,80,2,1,2020/1/27
2671,Fujian,59,0,0,2020/1/27
2672,Qinghai,6,0,0,2020/1/27
2673,Guangdong,151,3,0,2020/1/27
2674,Tianjin,22,0,0,2020/1/27
2675,Yunnan,26,0,0,2020/1/27
2676,Hainan,33,0,1,2020/1/27
2677,Liaoning,27,0,0,2020/1/27
2678,Shandong,75,1,0,2020/1/27
2679,Hubei,1423,47,76,2020/1/27
2680,Shanghai,53,3,1,2020/1/27
2681,Taiwan,5,0,0,2020/1/27
2682,Ningxia,7,0,0,2020/1/27
2683,Jiangxi,48,1,0,2020/1/27
2684,Shaanxi,35,0,0,2020/1/27
2685,Neimenggu,11,0,0,2020/1/27
2686,Sichuan,69,0,0,2020/1/27
2687,Xinjiang,5,0,0,2020/1/27
2688,Hebei,18,0,1,2020/1/27
2689,Chongqing,110,0,0,2020/1/27
2690,Gansu,14,0,0,2020/1/27
2691,Jilin,6,0,0,2020/1/27
2692,Jiangsu,47,1,0,2020/1/27
2693,Heilongjiang,21,0,1,2020/1/27
2694,Zhejiang,128,1,0,2020/1/27
2695,Guizhou,7,0,0,2020/1/27
2696,Hunan,100,0,0,2020/1/27
2697,Anhui,70,0,0,2020/1/27
2698,Henan,128,0,1,2020/1/27
2699,Guangxi,46,0,0,2020/1/27
2700,Shanxi,13,0,0,2020/1/27
2701,Macao,6,0,0,2020/1/27
2702,Hong Kong,8,0,0,2020/1/27
2703,Beijing,68,2,0,2020/1/26
2704,Yunnan,16,0,0,2020/1/26
2705,Taiwan,4,0,0,2020/1/26
2706,Tianjin,14,0,0,2020/1/26
2707,Fujian,35,0,0,2020/1/26
2708,Guangdong,111,2,0,2020/1/26
2709,Guangxi,36,0,0,2020/1/26
2710,Liaoning,21,0,0,2020/1/26
2711,Jiangsu,33,1,0,2020/1/26
2712,Shandong,46,0,0,2020/1/26
2713,Hubei,1058,42,52,2020/1/26
2714,Macao,5,0,0,2020/1/26
2715,Shaanxi,22,0,0,2020/1/26
2716,Sichuan,44,0,0,2020/1/26
2717,Shanghai,40,1,1,2020/1/26
2718,Hainan,22,0,0,2020/1/26
2719,Ningxia,4,0,0,2020/1/26
2720,Henan,83,0,1,2020/1/26
2721,Zhejiang,104,1,0,2020/1/26
2722,Chongqing,75,0,0,2020/1/26
2723,Hunan,69,0,0,2020/1/26
2724,Anhui,60,0,0,2020/1/26
2725,Heilongjiang,15,0,1,2020/1/26
2726,Hebei,13,0,1,2020/1/26
2727,Gansu,7,0,0,2020/1/26
2728,Guizhou,5,0,0,2020/1/26
2729,Xinjiang,4,0,0,2020/1/26
2730,Jiangxi,36,0,0,2020/1/26
2731,Shanxi,9,0,0,2020/1/26
2732,Neimenggu,7,0,0,2020/1/26
2733,Hubei,730,32,39,2020/1/25
2734,Shaanxi,15,0,0,2020/1/25
2735,Neimenggu,7,0,0,2020/1/25
2736,Beijing,41,2,0,2020/1/25
2737,Hainan,19,0,0,2020/1/25
2738,Liaoning,16,0,0,2020/1/25
2739,Yunnan,11,0,0,2020/1/25
2740,Tianjin,10,0,0,2020/1/25
2741,Gansu,4,0,0,2020/1/25
2742,Qinghai,1,0,0,2020/1/25
2743,Fujian,18,0,0,2020/1/25
2744,Shandong,27,0,0,2020/1/25
2745,Sichuan,28,0,0,2020/1/25
2746,Ningxia,3,0,0,2020/1/25
2747,Chongqing,57,0,0,2020/1/25
2748,Xinjiang,3,0,0,2020/1/25
2749,Jiangsu,18,1,0,2020/1/25
2750,Guizhou,4,0,0,2020/1/25
2751,Jilin,4,0,0,2020/1/25
2752,Heilongjiang,9,0,1,2020/1/25
2753,Hebei,8,0,1,2020/1/25
2754,Zhejiang,62,1,0,2020/1/25
2755,Henan,32,0,0,2020/1/25
2756,Hunan,43,0,0,2020/1/25
2757,Anhui,39,0,0,2020/1/25
2758,Guangdong,78,2,0,2020/1/25
2759,Hong Kong,5,0,0,2020/1/25
2760,Shanghai,33,1,0,2020/1/25
2761,Shanxi,6,0,0,2020/1/25
2762,Jiangxi,18,0,0,2020/1/25
2763,Guangxi,23,0,0,2020/1/25
2764,Taiwan,3,0,0,2020/1/25
2765,Yunnan,5,0,0,2020/1/24
2766,Guangdong,53,2,0,2020/1/24
2767,Zhejiang,43,1,0,2020/1/24
2768,Beijing,36,1,0,2020/1/24
2769,Chongqing,27,0,0,2020/1/24
2770,Hunan,24,0,0,2020/1/24
2771,Sichuan,15,0,0,2020/1/24
2772,Shandong,15,0,0,2020/1/24
2773,Anhui,15,0,0,2020/1/24
2774,Guangxi,13,0,0,2020/1/24
2775,Henan,9,0,0,2020/1/24
2776,Jiangsu,9,0,0,2020/1/24
2777,Hainan,8,0,0,2020/1/24
2778,Jiangxi,7,0,0,2020/1/24
2779,Shaanxi,5,0,0,2020/1/24
2780,Liaoning,4,0,0,2020/1/24
2781,Tianjin,8,0,0,2020/1/24
2782,Shanghai,20,1,0,2020/1/24
2783,Qinghai,0,0,0,2020/1/24
2784,Fujian,10,0,0,2020/1/24
2785,Hubei,549,31,24,2020/1/24
2786,Hebei,2,0,1,2020/1/24
2787,Heilongjiang,4,0,1,2020/1/24
2788,Ningxia,2,0,0,2020/1/24
2789,Neimenggu,2,0,0,2020/1/24
2790,Jilin,3,0,0,2020/1/24
2791,Guizhou,3,0,0,2020/1/24
2792,Hong Kong,2,0,0,2020/1/24
2793,Macao,2,0,0,2020/1/24
2794,Xinjiang,2,0,0,2020/1/24
2795,Gansu,2,0,0,2020/1/24
2796,Taiwan,1,0,0,2020/1/24
2797,Shanxi,1,0,0,2020/1/24
2798,Hong Kong,2,0,0,2020/1/23
2799,Gansu,2,0,0,2020/1/23
2800,Jiangsu,5,0,0,2020/1/23
2801,Heilongjiang,2,0,0,2020/1/23
2802,Xinjiang,2,0,0,2020/1/23
2803,Beijing,22,0,0,2020/1/23
2804,Shaanxi,3,0,0,2020/1/23
2805,Guangdong,32,2,0,2020/1/23
2806,Fujian,5,0,0,2020/1/23
2807,Hainan,5,0,0,2020/1/23
2808,Zhejiang,27,0,0,2020/1/23
2809,Jiangxi,3,0,0,2020/1/23
2810,Guizhou,3,0,0,2020/1/23
2811,Anhui,9,0,0,2020/1/23
2812,Chongqing,9,0,0,2020/1/23
2813,Neimenggu,0,0,0,2020/1/23
2814,Hunan,9,0,0,2020/1/23
2815,Jilin,1,0,0,2020/1/23
2816,Liaoning,3,0,0,2020/1/23
2817,Sichuan,8,0,0,2020/1/23
2818,Shandong,6,0,0,2020/1/23
2819,Macao,2,0,0,2020/1/23
2820,Shanghai,16,0,0,2020/1/23
2821,Guangxi,5,0,0,2020/1/23
2822,Hebei,1,0,0,2020/1/22
2823,Hubei,444,28,17,2020/1/22
2824,Shandong,2,0,0,2020/1/22
2825,Guangxi,2,0,0,2020/1/22
2826,Henan,5,0,0,2020/1/22
2827,Ningxia,1,0,0,2020/1/22
2828,Sichuan,5,0,0,2020/1/22
2829,Chongqing,6,0,0,2020/1/22
2830,Shanxi,1,0,0,2020/1/22
2831,Hunan,4,0,0,2020/1/22
2832,Guizhou,1,0,0,2020/1/22
2833,Fujian,1,0,0,2020/1/22
2834,Anhui,1,0,0,2020/1/22
2835,Liaoning,2,0,0,2020/1/22
2836,Hainan,4,0,0,2020/1/22
2837,Tianjin,4,0,0,2020/1/22
2838,Zhejiang,10,0,0,2020/1/22
2839,Guangdong,26,0,0,2020/1/22
2840,Macao,1,0,0,2020/1/22
2841,Shanghai,9,0,0,2020/1/22
2842,Jiangxi,2,0,0,2020/1/22
2843,Beijing,10,0,0,2020/1/22
2844,Yunnan,1,0,0,2020/1/22
2845,Jilin,0,0,0,2020/1/22
2846,Taiwan,1,0,0,2020/1/22
2847,Hong Kong,0,0,0,2020/1/22
2848,Heilongjiang,0,0,0,2020/1/22
